iter	Logloss
0	0.6413965397
1	0.5997321588
2	0.5628386679
3	0.5248244353
4	0.4905549521
5	0.4610725706
6	0.4331778666
7	0.4143334287
8	0.3900640863
9	0.3692857289
10	0.3502112179
11	0.3328770314
12	0.3154030941
13	0.2985081592
14	0.2851149724
15	0.2719657393
16	0.2616430353
17	0.2474789794
18	0.2356508819
19	0.2264036044
20	0.2150083628
21	0.2073521506
22	0.1974261543
23	0.1900280977
24	0.1840049685
25	0.1771617633
26	0.170370192
27	0.166270668
28	0.1602060019
29	0.1543814118
30	0.1505914908
31	0.1473305199
32	0.1435683302
33	0.1389342048
34	0.1338104357
35	0.1311038773
36	0.1265303984
37	0.1234035839
38	0.1201045206
39	0.1173644001
40	0.114836096
41	0.1125475284
42	0.1108319479
43	0.1087751169
44	0.1065091525
45	0.1047895308
46	0.1018221867
47	0.1007634471
48	0.09915853071
49	0.0969049171
50	0.09524658142
51	0.09417461053
52	0.09287943941
53	0.09140705969
54	0.09022825507
55	0.0891664394
56	0.08841739153
57	0.08751207214
58	0.08567016887
59	0.08419791435
60	0.0832107868
61	0.08216449292
62	0.08056972533
63	0.07920089084
64	0.07845142651
65	0.07722747041
66	0.07632953498
67	0.07569895202
68	0.07484597391
69	0.074181144
70	0.07364841489
71	0.07307031153
72	0.0726317558
73	0.07149113141
74	0.07117338603
75	0.07083406398
76	0.07046190557
77	0.06993379387
78	0.06942842265
79	0.06880223994
80	0.06845017104
81	0.06805611216
82	0.06762295598
83	0.06702803088
84	0.06630247953
85	0.06590101093
86	0.06558056051
87	0.06536683732
88	0.06510542881
89	0.06458421849
90	0.06418537395
91	0.06386443412
92	0.06356956531
93	0.06321807338
94	0.06296274187
95	0.06243407329
96	0.062152625
97	0.06155959917
98	0.06128531682
99	0.06116984789
100	0.06076904436
101	0.06037209798
102	0.05984843902
103	0.05961651406
104	0.05948964371
105	0.05926754136
106	0.05881783187
107	0.0585919946
108	0.058045402
109	0.0578256563
110	0.05754869
111	0.05708766978
112	0.05690624245
113	0.05669004323
114	0.05649827774
115	0.05626990332
116	0.05604007961
117	0.05561619054
118	0.05550425649
119	0.05534711128
120	0.05517538897
121	0.05489942943
122	0.05472925389
123	0.0546109097
124	0.05449325086
125	0.05442111581
126	0.05431586334
127	0.05418405402
128	0.0540343219
129	0.05395440288
130	0.05349601578
131	0.05308539012
132	0.05265497331
133	0.0523076268
134	0.0521367315
135	0.05212061192
136	0.05188084168
137	0.0514719897
138	0.05120288243
139	0.05104709072
140	0.05090067014
141	0.05073245758
142	0.05064807559
143	0.05046442813
144	0.05028248966
145	0.05013563659
146	0.04995494636
147	0.04962534513
148	0.04951759845
149	0.04927774259
150	0.04918531725
151	0.04908887142
152	0.04884258222
153	0.04876402228
154	0.04874553008
155	0.04849130689
156	0.04815892647
157	0.04808876193
158	0.0480487171
159	0.04793059655
160	0.04787493959
161	0.04764449557
162	0.04750485615
163	0.04739189558
164	0.04734333412
165	0.04708568694
166	0.047059761
167	0.0469655447
168	0.04685217876
169	0.04676501396
170	0.04671678606
171	0.04670127592
172	0.04660250906
173	0.0464466076
174	0.04640672958
175	0.04638196103
176	0.04626832565
177	0.04605543384
178	0.04600691464
179	0.04591204833
180	0.0458965537
181	0.0457741284
182	0.04567187042
183	0.04558270676
184	0.04546237992
185	0.04528662558
